ts=68239683; t=2025-05-13T18:59:15; ll=0; started=/usr/local/bin/pagekite.py; version=1.5.2.240101; platform=darwin; python=3.9.6 (default, Mar 12 2025, 20:22:46)  [Clang 17.0.0 (clang-1700.0.13.3)]; argv=4000 atsscribe.pagekite.me; ca_certs=/etc/ssl/cert.pem; send_always_buffers=False; tunnel_socket_blocks=False; optfile_.SELF/defaults.cfg=ok; optfile_/Users/raja/.pagekite.rc=ok
ts=68239684; t=2025-05-13T18:59:16; ll=1; FE=45.33.98.215:443; http_ping_ms=161; win=2; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d4c; FE=139.162.73.59:443; http_ping_ms=303; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=253
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d4d; FE=172.105.176.167:443; http_ping_ms=370; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=320
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d4e; FE=139.162.210.121:443; http_ping_ms=382; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=332
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d4f; FE=139.162.5.63:443; http_ping_ms=418; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=368
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d50; FE=95.216.158.189:443; http_ping_ms=433; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=383
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d51; FE=116.203.53.85:443; http_ping_ms=434; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=384
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d52; FE=185.112.146.199:443; http_ping_ms=458; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=408
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d53; FE=172.105.59.232:443; http_ping_ms=533; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=483
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d54; connect=45.33.40.85:443
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d55; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s13d
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d56; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824dfdb; t=2025-05-14T18:24:27; ll=d57; wrote=549; wbps=346; read=889; eof=1; id=s13d
ts=6824e06c; t=2025-05-14T18:26:52; ll=d58; FE=45.33.40.85:443; http_ping_ms=55; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e06d; t=2025-05-14T18:26:53; ll=d59; FE=45.79.218.26:443; http_ping_ms=201; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=151
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5a; FE=45.79.135.57:443; http_ping_ms=210; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=160
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5b; FE=139.162.73.59:443; http_ping_ms=300; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=250
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5c; FE=139.162.210.121:443; http_ping_ms=380; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=330
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5d; FE=172.105.176.167:443; http_ping_ms=368; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=318
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5e; FE=95.216.158.189:443; http_ping_ms=428; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=378
ts=6824e06d; t=2025-05-14T18:26:53; ll=d5f; FE=116.203.53.85:443; http_ping_ms=433; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=383
ts=6824e06d; t=2025-05-14T18:26:53; ll=d60; FE=139.162.5.63:443; http_ping_ms=421; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=371
ts=6824e06d; t=2025-05-14T18:26:53; ll=d61; FE=185.112.146.199:443; http_ping_ms=464; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=414
ts=6824e06d; t=2025-05-14T18:26:53; ll=d62; FE=172.105.59.232:443; http_ping_ms=532; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=482
ts=6824e06d; t=2025-05-14T18:26:53; ll=d63; connect=45.33.40.85:443
ts=6824e06e; t=2025-05-14T18:26:54; ll=d64; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s13e
ts=6824e06e; t=2025-05-14T18:26:54; ll=d65; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e06e; t=2025-05-14T18:26:54; ll=d66; wrote=549; wbps=346; read=889; eof=1; id=s13e
ts=6824e0fe; t=2025-05-14T18:29:18; ll=d67; FE=45.33.40.85:443; http_ping_ms=51; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e0fe; t=2025-05-14T18:29:18; ll=d68; connect=45.33.40.85:443
ts=6824e0ff; t=2025-05-14T18:29:19; ll=d69; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s13f
ts=6824e0ff; t=2025-05-14T18:29:19; ll=d6a; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e0ff; t=2025-05-14T18:29:19; ll=d6b; wrote=549; wbps=346; read=889; eof=1; id=s13f
ts=6824e190; t=2025-05-14T18:31:44; ll=d6c; FE=45.33.40.85:443; http_ping_ms=54; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e190; t=2025-05-14T18:31:44; ll=d6d; connect=45.33.40.85:443
ts=6824e190; t=2025-05-14T18:31:44; ll=d6e; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s140
ts=6824e190; t=2025-05-14T18:31:44; ll=d6f; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e190; t=2025-05-14T18:31:44; ll=d70; wrote=549; wbps=346; read=889; eof=1; id=s140
ts=6824e221; t=2025-05-14T18:34:09; ll=d71; FE=45.33.40.85:443; http_ping_ms=60; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e221; t=2025-05-14T18:34:09; ll=d72; FE=45.79.218.26:443; http_ping_ms=205; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=155
ts=6824e221; t=2025-05-14T18:34:09; ll=d73; FE=45.79.135.57:443; http_ping_ms=217; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=167
ts=6824e221; t=2025-05-14T18:34:09; ll=d74; FE=139.162.73.59:443; http_ping_ms=305; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=255
ts=6824e221; t=2025-05-14T18:34:09; ll=d75; FE=139.162.210.121:443; http_ping_ms=380; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=330
ts=6824e221; t=2025-05-14T18:34:09; ll=d76; FE=172.105.176.167:443; http_ping_ms=371; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=321
ts=6824e222; t=2025-05-14T18:34:10; ll=d77; FE=95.216.158.189:443; http_ping_ms=421; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=371
ts=6824e222; t=2025-05-14T18:34:10; ll=d78; FE=139.162.5.63:443; http_ping_ms=421; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=371
ts=6824e222; t=2025-05-14T18:34:10; ll=d79; FE=116.203.53.85:443; http_ping_ms=428; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=378
ts=6824e222; t=2025-05-14T18:34:10; ll=d7a; FE=185.112.146.199:443; http_ping_ms=464; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=414
ts=6824e222; t=2025-05-14T18:34:10; ll=d7b; FE=172.105.59.232:443; http_ping_ms=530; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=480
ts=6824e222; t=2025-05-14T18:34:10; ll=d7c; connect=45.33.40.85:443
ts=6824e222; t=2025-05-14T18:34:10; ll=d7d; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s141
ts=6824e222; t=2025-05-14T18:34:10; ll=d7e; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e222; t=2025-05-14T18:34:10; ll=d7f; wrote=549; wbps=346; read=889; eof=1; id=s141
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d80; FE=45.33.40.85:443; http_ping_ms=81; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d81; FE=45.79.218.26:443; http_ping_ms=217; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=167
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d82; FE=45.79.135.57:443; http_ping_ms=226; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=176
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d83; FE=139.162.73.59:443; http_ping_ms=300; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=250
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d84; FE=139.162.210.121:443; http_ping_ms=368; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=318
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d85; FE=172.105.176.167:443; http_ping_ms=374; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=324
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d86; FE=95.216.158.189:443; http_ping_ms=417; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=367
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d87; FE=139.162.5.63:443; http_ping_ms=423; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=373
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d88; FE=116.203.53.85:443; http_ping_ms=434; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=384
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d89; FE=185.112.146.199:443; http_ping_ms=463; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=413
ts=6824e2b3; t=2025-05-14T18:36:35; ll=d8a; FE=172.105.59.232:443; http_ping_ms=528; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=478
ts=6824e2b4; t=2025-05-14T18:36:36; ll=d8b; connect=45.33.40.85:443
ts=6824e2b4; t=2025-05-14T18:36:36; ll=d8c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s142
ts=6824e2b4; t=2025-05-14T18:36:36; ll=d8d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e2b4; t=2025-05-14T18:36:36; ll=d8e; wrote=549; wbps=346; read=889; eof=1; id=s142
ts=6824e345; t=2025-05-14T18:39:01; ll=d8f; FE=45.33.40.85:443; http_ping_ms=79; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e345; t=2025-05-14T18:39:01; ll=d90; FE=45.79.218.26:443; http_ping_ms=213; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=163
ts=6824e345; t=2025-05-14T18:39:01; ll=d91; FE=45.79.135.57:443; http_ping_ms=229; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=179
ts=6824e345; t=2025-05-14T18:39:01; ll=d92; FE=139.162.73.59:443; http_ping_ms=304; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=254
ts=6824e345; t=2025-05-14T18:39:01; ll=d93; FE=172.105.176.167:443; http_ping_ms=370; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=320
ts=6824e345; t=2025-05-14T18:39:01; ll=d94; FE=139.162.210.121:443; http_ping_ms=367; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=317
ts=6824e345; t=2025-05-14T18:39:01; ll=d95; FE=139.162.5.63:443; http_ping_ms=424; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=374
ts=6824e345; t=2025-05-14T18:39:01; ll=d96; FE=95.216.158.189:443; http_ping_ms=425; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=375
ts=6824e345; t=2025-05-14T18:39:01; ll=d97; FE=116.203.53.85:443; http_ping_ms=445; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=395
ts=6824e345; t=2025-05-14T18:39:01; ll=d98; FE=185.112.146.199:443; http_ping_ms=463; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=413
ts=6824e345; t=2025-05-14T18:39:01; ll=d99; FE=172.105.59.232:443; http_ping_ms=541; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=491
ts=6824e346; t=2025-05-14T18:39:02; ll=d9a; connect=45.33.40.85:443
ts=6824e346; t=2025-05-14T18:39:02; ll=d9b; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s143
ts=6824e346; t=2025-05-14T18:39:02; ll=d9c; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e346; t=2025-05-14T18:39:02; ll=d9d; wrote=549; wbps=346; read=889; eof=1; id=s143
ts=6824e3d7; t=2025-05-14T18:41:27; ll=d9e; FE=45.33.40.85:443; http_ping_ms=78; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e3d7; t=2025-05-14T18:41:27; ll=d9f; FE=45.79.218.26:443; http_ping_ms=219; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=169
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da0; FE=45.79.135.57:443; http_ping_ms=227; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=177
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da1; FE=139.162.73.59:443; http_ping_ms=302; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=252
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da2; FE=139.162.210.121:443; http_ping_ms=369; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=319
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da3; FE=172.105.176.167:443; http_ping_ms=369; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=319
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da4; FE=95.216.158.189:443; http_ping_ms=424; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=374
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da5; FE=139.162.5.63:443; http_ping_ms=425; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=375
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da6; FE=116.203.53.85:443; http_ping_ms=446; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=396
ts=6824e3d7; t=2025-05-14T18:41:27; ll=da7; FE=185.112.146.199:443; http_ping_ms=461; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=411
ts=6824e3d8; t=2025-05-14T18:41:28; ll=da8; FE=172.105.59.232:443; http_ping_ms=555; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=505
ts=6824e3d8; t=2025-05-14T18:41:28; ll=da9; connect=45.33.40.85:443
ts=6824e3d8; t=2025-05-14T18:41:28; ll=daa; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s144
ts=6824e3d8; t=2025-05-14T18:41:28; ll=dab; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e3d8; t=2025-05-14T18:41:28; ll=dac; wrote=549; wbps=346; read=889; eof=1; id=s144
ts=6824e469; t=2025-05-14T18:43:53; ll=dad; FE=45.33.40.85:443; http_ping_ms=57; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e469; t=2025-05-14T18:43:53; ll=dae; FE=45.79.218.26:443; http_ping_ms=207; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=157
ts=6824e469; t=2025-05-14T18:43:53; ll=daf; FE=45.79.135.57:443; http_ping_ms=222; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=172
ts=6824e469; t=2025-05-14T18:43:53; ll=db0; FE=139.162.73.59:443; http_ping_ms=305; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=255
ts=6824e469; t=2025-05-14T18:43:53; ll=db1; FE=172.105.176.167:443; http_ping_ms=369; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=319
ts=6824e469; t=2025-05-14T18:43:53; ll=db2; FE=139.162.210.121:443; http_ping_ms=373; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=323
ts=6824e469; t=2025-05-14T18:43:53; ll=db3; FE=139.162.5.63:443; http_ping_ms=426; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=376
ts=6824e469; t=2025-05-14T18:43:53; ll=db4; FE=116.203.53.85:443; http_ping_ms=439; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=389
ts=6824e469; t=2025-05-14T18:43:53; ll=db5; FE=95.216.158.189:443; http_ping_ms=436; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=386
ts=6824e469; t=2025-05-14T18:43:53; ll=db6; FE=185.112.146.199:443; http_ping_ms=464; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=414
ts=6824e469; t=2025-05-14T18:43:53; ll=db7; FE=172.105.59.232:443; http_ping_ms=567; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=517
ts=6824e46a; t=2025-05-14T18:43:54; ll=db8; connect=45.33.40.85:443
ts=6824e46a; t=2025-05-14T18:43:54; ll=db9; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s145
ts=6824e46a; t=2025-05-14T18:43:54; ll=dba; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e46a; t=2025-05-14T18:43:54; ll=dbb; wrote=549; wbps=346; read=889; eof=1; id=s145
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dbc; FE=45.33.40.85:443; http_ping_ms=57; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dbd; FE=45.79.218.26:443; http_ping_ms=204; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=154
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dbe; FE=45.79.135.57:443; http_ping_ms=221; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=171
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dbf; FE=50.116.35.24:443; http_ping_ms=206; win=3; uuid=50ee887518c110963213fd4766d272e6d1c5a7e1; unbiased_ms=156
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc0; FE=172.104.23.213:443; http_ping_ms=218; win=3; uuid=64622f38062b9ce606f8140cc2655affbfde6ff0; unbiased_ms=168
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc1; FE=139.162.73.59:443; http_ping_ms=301; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=251
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc2; FE=172.105.176.167:443; http_ping_ms=374; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=324
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc3; FE=139.162.210.121:443; http_ping_ms=378; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=328
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc4; FE=109.237.26.34:443; http_ping_ms=390; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=340
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc5; FE=139.162.16.102:443; http_ping_ms=427; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=377
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc6; FE=139.162.5.63:443; http_ping_ms=424; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=374
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc7; FE=116.203.53.85:443; http_ping_ms=431; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=381
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc8; FE=95.216.158.189:443; http_ping_ms=432; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=382
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dc9; FE=95.216.167.199:443; http_ping_ms=423; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=373
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dca; FE=159.69.241.217:443; http_ping_ms=431; win=3; uuid=788d75ccbeb6db4e3a3420050e7539f585deca00; unbiased_ms=381
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dcb; FE=185.112.146.199:443; http_ping_ms=461; win=3; uuid=ca4d22d0e8466c2ca1053b2988b98914e6d32c37; unbiased_ms=411
ts=6824e4fb; t=2025-05-14T18:46:19; ll=dcc; FE=172.105.59.232:443; http_ping_ms=555; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=505
ts=6824e500; t=2025-05-14T18:46:24; ll=dcd; connect=45.33.40.85:443
ts=6824e501; t=2025-05-14T18:46:25; ll=dce; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s146
ts=6824e501; t=2025-05-14T18:46:25; ll=dcf; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6824e501; t=2025-05-14T18:46:25; ll=dd0; wrote=549; wbps=346; read=889; eof=1; id=s146
ts=6824e594; t=2025-05-14T18:48:52; ll=dd1; FE=45.33.40.85:443; http_ping_ms=58; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6824e594; t=2025-05-14T18:48:52; ll=dd2; FE=45.79.218.26:443; http_ping_ms=194; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=144
ts=6824e594; t=2025-05-14T18:48:52; ll=dd3; FE=172.104.23.213:443; http_ping_ms=209; win=3; uuid=64622f38062b9ce606f8140cc2655affbfde6ff0; unbiased_ms=159
ts=6824e594; t=2025-05-14T18:48:52; ll=dd4; FE=50.116.35.24:443; http_ping_ms=206; win=3; uuid=50ee887518c110963213fd4766d272e6d1c5a7e1; unbiased_ms=156
ts=6824e594; t=2025-05-14T18:48:52; ll=dd5; FE=45.79.135.57:443; http_ping_ms=214; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=164
ts=6824e594; t=2025-05-14T18:48:52; ll=dd6; FE=139.162.73.59:443; http_ping_ms=305; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=255
ts=6824e594; t=2025-05-14T18:48:52; ll=dd7; FE=139.162.210.121:443; http_ping_ms=376; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=326
ts=6824e594; t=2025-05-14T18:48:52; ll=dd8; FE=109.237.26.34:443; http_ping_ms=386; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=336
ts=6824e594; t=2025-05-14T18:48:52; ll=dd9; FE=172.105.176.167:443; http_ping_ms=375; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=325
ts=6824e594; t=2025-05-14T18:48:52; ll=dda; FE=95.216.158.189:443; http_ping_ms=432; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=382
ts=6824e594; t=2025-05-14T18:48:52; ll=ddb; FE=139.162.5.63:443; http_ping_ms=422; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=372
